Ford,Escort,todos os motores com carburador ‐ (XR3 / Ghia / Guarujá) ‐ gasolina ‐ mecânico,89 ‐‐ 91,FAP4034,WO370,WUNI0002,FCC225,,,,
Ford,Explorer,(Limited) ‐ gasolina ‐ automático / mecânico,1998 ‐‐>,WR199/7,WO350,,FCI1872,FCI1650,,,
Ford,Explorer,(Limited) ‐ gasolina ‐ mecânico,1997 ‐‐>,WR199/7,WO350,,FCI1872,FCI1650,,,
Ford,Explorer,(Sport / XL / XLT) ‐ gasolina ‐ mecânico,1997,FAP9002,WO350,,FCI1872,FCI1650,,,
Ford,Explorer,(Sport / XL / XLT) ‐ gasolina ‐ mecânico,95 ‐‐ 96,FAP9001,WO350,,FCI1872,FCI1650,,,
Ford,Explorer,(XL / XLT) ‐ gasolina ‐ mecânico,92 ‐‐ 94,FAP8999,WO350,,FCI1872,FCI1650,,,
Ford,F 150,(Lariat / Platinum / 4x4) ‐ automático,2023 ‐‐>,FAP8995,WO151,,,,,,
Ford,F 150,(XL / XLT) ‐ gasolina ‐ automático,97 ‐‐ 99,FAP8995,WO261,,FCI1883,,,,
Ford,F 150,gasolina ‐ automático,2010 ‐‐>,FAP8995,WO261,,FCI1883,,,,
Ford,F 150,gasolina ‐ mecânico,2010 ‐‐>,FAP8995,WO261,,,,,,
Ford,Fiesta,‐‐,02 ‐‐ 07,FAP9003,WO150,WUNI0001,FCI1695A,,AKX35346F,AKX35346/CF,G
Ford,Fiesta,(CLX) ‐ gasolina ‐ mecânico,97 ‐‐ 98,FAP2832,WO150,WUNI0001,FCI1880,FCI1650,AKX35174,AKX35174/C,A
Ford,Fiesta,(CLX) ‐ gasolina ‐ mecânico,97 ‐‐ 99,FAP2832,WO150,WUNI0001,FCI1880,FCI1650,AKX35174,AKX35174/C,A
Ford,Fiesta,(Endura) ‐ gasolina ‐ mecânico,96 ‐‐ 99,WR251,WO150,WUNI0001,FCI1880,FCI1650,AKX35174,AKX35174/C,A
Ford,Fiesta,(Hatch / Sedã) ‐ gasolina ‐ mecânico,97 ‐‐ 98,FAP2832,WO150,WUNI0001,FCI1880,FCI1650,AKX35174,AKX35174/C,A
Ford,Fiesta,(Supercharger) ‐ gasolina ‐ mecânico,2002 ‐‐>,FAP9008,WO150,WUNI0001,FCI1695A,,AKX35346F,AKX35346/CF,G
Ford,Fiesta,flex ‐ (Hatch / Sedã / Trail) ‐ mecânico,2004 ‐‐>,FAP9003,WO150,WUNI0001,FCI1695A,,AKX35346F,AKX35346/CF,G
Ford,Fiesta,flex ‐ (Hatch / Sedã / Trail) ‐ mecânico,2007 ‐‐>,FAP9003,WO150,WUNI0001,FCI1695A,,AKX35346F,AKX35346/CF,G
Ford,Fiesta,gasolina ‐ mecânico,02 ‐‐ 03,FAP9003,WO180,WUNI0001,FCI1695A,,AKX35346F,AKX35346/CF,A
Ford,Fiesta,gasolina ‐ mecânico,99 ‐‐ 01,FAP2832,WO150,WUNI0001,FCI1880,FCI1650,AKX35174,AKX35174/C,A
Ford,Fiesta,Turbo ‐ (Titanium) ‐ gasolina ‐ automático,2016 ‐‐>,FAP9296,WO156,,FCI1694,,,,
Ford,Focus,‐‐,03 ‐‐ 09,FAP3610,WO150,WUNI0001,FCI1697,,AKX35128,AKX35128/C,A
Ford,Focus,‐‐,98 ‐‐ 03,FAP3610,WO150,WUNI0001,FCI1881,,AKX35128,AKX35128/C,A
Ford,Focus,(Hatch / Sedã / GL / GLX) ‐ gasolina ‐ mecânico,03 ‐‐ 04,FAP3610,WO150,WUNI0001,FCI1697,,AKX35128,AKX35128/C,A
Ford,Focus,(Hatch / Sedã / GL / GLX) ‐ gasolina ‐ mecânico,98 ‐‐ 03,FAP3610,WO150,WUNI0001,FCI1881,,AKX35128,AKX35128/C,A
Ford,Focus,flex ‐ (Guia / Titanium) ‐ álcool / gasolina ‐ automático / mecânico,2009 ‐‐>,WR192,WO150,WUNI0001,FCI1697,,AKX35175F,AKX35175/CF,G
Ford,Focus,flex ‐ (Hatch / Sedã / GL / GLX) ‐ mecânico,07 ‐‐ 10,FAP3610,WO150,WUNI0001,FCI1697,,AKX35128,AKX35128/C,G
Ford,Focus,flex ‐ (Hatch / Sedã / GL / GLX) ‐ mecânico,10 ‐‐ 13,WR192,WO153,,FCI1697,,AKX35175F,AKX35175/CF,G
Ford,Focus,flex ‐ (Hatch / Sedã / S / SE) ‐ mecânico,2014 ‐‐>,WR192,WO156,,FCI1695A,,AKX3594F,AKX3594/CF,G
Ford,Focus,flex ‐ (SE / Titanium) ‐ álcool / gasolina ‐ automático / mecânico,2014 ‐‐>,WR192,WO156,,FCI1694,,AKX3594F,AKX3594/CF,G
Ford,Fusion,(SEL) ‐ gasolina ‐ automático,06 ‐‐ 08,FAP9004,WOE120,TFW120,,,AKX35346F,AKX35346/CF,G
Ford,Fusion,(SEL) ‐ gasolina ‐ automático,09 ‐‐ 12,FAP9004,WO153,,,,AKX35346F,AKX35346/CF,G
Ford,Fusion,(SEL) ‐ gasolina ‐ automático,2009 ‐‐>,FAP2841,WO151,,,,AKX35346F,AKX35346/CF,G
Ford,Fusion,flex ‐ álcool / gasolina ‐ automático,2013 ‐‐>,FAP2848,WO156,,FCI1881,,AKX35127,AKX35127/C,G
Ford,Fusion,Hybrid ‐ (Titanium) ‐ gasolina ‐ automático,2013 ‐‐>,FAP2849,WO153,,,,AKX35126,AKX35126/C,D
Ford,Fusion,Hybrid ‐ gasolina ‐ automático,2010 ‐‐>,FAP9004,WO150,WUNI0001,,,AKX35127,AKX35127/C,G
Ford,Fusion,Turbo ‐ (Titanium / GTDI) ‐ gasolina ‐ automático,2012 ‐‐>,FAP2848,WO153,,FCI1881,,AKX35126,AKX35126/C,D
Ford,Ka,‐‐,99 ‐‐ 07,FAP2840,WO150,WUNI0001,FCI1650,,AKX35174,AKX35174/C,A
Ford,Ka,(Black / Image / MP3 / GL / Tecno) ‐ gasolina ‐ mecânico,99 ‐‐ 07,FAP2840,WO150,WUNI0001,FCI1880,FCI1650,AKX35174,AKX35174/C,A
Ford,Ka,(CLX / Street) ‐ gasolina ‐ mecânico,97 ‐‐ 99,FAP3608,WO150,WUNI0001,FCI1880,FCI1650,AKX35174,AKX35174/C,A
Ford,Ka,(CLX) ‐ gasolina ‐ mecânico,97 ‐‐ 99,FAP3608,WO150,WUNI0001,FCI1880,FCI1650,AKX35174,AKX35174/C,A
Ford,Ka,(Importado) ‐ gasolina ‐ mecânico,até 1996,WR251,WO150,WUNI0001,FCI1163,,AKX35174,AKX35174/C,A
Ford,Ka,flex ‐ (Fly / ST / Tecno) ‐ mecânico,2008 ‐‐>,FAP9003,WO150,WUNI0001,FCI1695A,,AKX35174,AKX35174/C,A
Ford,Ka,flex ‐ (SE / SE Plus / SEL) ‐ automático / mecânico,14 ‐‐ 15,FAP9286,WO153,,FCI1694,,AKX35347F,AKX35347/CF,E
Ford,Ka,flex ‐ (SE / SE Plus / SEL) ‐ automático / mecânico,2016 ‐‐>,FAP9296,WO156,,FCI1694,,AKX35347F,AKX35347/CF,E
Ford,Ka,flex ‐ (SE / SEPlus / Trail / SEL) ‐ mecânico ‐ automático,2019 ‐‐>,FAP7019,WO156,,FCI1694,,AKX35347F,AKX35347/CF,
Ford,Ka,flex ‐ (Tecno / Sport / ST) ‐ mecânico,2008 ‐‐>,FAP2840,WO150,WUNI0001,FCI1695A,,AKX35174,AKX35174/C,A
Ford,Ka,TiVCT flex ‐ (SE / SE Plus / SEL) ‐ mecânico,14 ‐‐ 15,FAP9286,WO153,,FCI1694,,AKX35347F,AKX35347/CF,E
Ford,Ka,TiVCT flex ‐ (SE / SE Plus / SEL) ‐ mecânico,2016 ‐‐>,FAP9296,WO156,,FCI1694,,AKX35347F,AKX35347/CF,E
Ford,Maverick,Turbo ‐ (Lariat FX4) ‐ gasolina / automático,2022 ‐‐>,FAP3296,WO156,,FCI1883,,AKX35183,,E
Nome da Montadora,Nome do Modelo,Classificação do Modelo,Ano,Filtro do Ar,Filtro do Óleo,Filtro do Óleo Opcional,Filtro do Combustível,Filtro de Combustível Opcional,Filtro de Cabine,Filtro de Cabine com Carvão,Posição
Ford,Mondeo,‐‐,95 ‐‐ 00,FAP3241,WO180,WUNI0001,FCI1163,,AKX35262,,A
Ford,Mondeo,(CLX / Guia) ‐ automático,98 ‐‐ 03,FAP3277,WO180,WUNI0001,FCI1872,FCI1650,AKX1433,AKX1433/C,A
Ford,Mondeo,(CLX / Guia) ‐ gasolina ‐ mecânico,00 ‐‐ 02,FAP4053,WOE120,TFW120,FCI1105A,,AKX1433,AKX1433/C,A
Ford,Mondeo,(CLX / Guia) ‐ gasolina ‐ mecânico,03 ‐‐ 06,FAP4053,WO140,,FCI1105A,,AKX1433,AKX1433/C,A
Ford,Mondeo,(SLX) ‐ gasolina ‐ mecânico,95 ‐‐ 97,FAP3241,WO180,WUNI0001,FCI1163,,AKX35262,,A
Ford,Mondeo,gasolina ‐ mecânico,1994,FAP3241,WO180,WUNI0001,FCI1163,,AKX35262,,A
Ford,Mondeo,SW ‐ (CLX / GLX) ‐ gasolina ‐ mecânico,95 ‐‐ 00,FAP3241,WO180,WUNI0001,FCI1163,,AKX35262,,A
Ford,Mondeo,SW ‐ (SLX) ‐ gasolina ‐ mecânico,95 ‐‐ 97,FAP3241,WO180,WUNI0001,FCI1163,,AKX35262,,A
Ford,Mustang,(GT Premium / Black Shadow) ‐ Gasolina,18 ‐‐ 20,FAP9072,,,,,,,
Ford,Mustang,(Deluxe / Premium) ‐ gasolina ‐ automático / mecânico,2010 ‐‐>,FAP8997,WO261,,FCI1883,,,AKX35349/C,A
Ford,Mustang,gasolina ‐ automático / mecânico,94 ‐‐ 95,WR253,WO390,WUNI0001,FCI1880,FCI1650,,,
Ford,Mustang,gasolina ‐ automático / mecânico,94 ‐‐ 95,WR253,,,FCI1880,,,,
Ford,Mustang,Shelby GT 350 ‐ gasolina ‐ automático / mecânico,2005 ‐‐>,FAP8997,WO261,,FCI1883,,,AKX35349/C,A
Ford,Mustang,Shelby GT 500 ‐ gasolina ‐ automático / mecânico,2008 ‐‐>,FAP8996,WO261,,FCI1883,,,AKX35349/C,A
Ford,New Fiesta,(Titanium) ‐ gasolina ‐ mecânico,2016 ‐‐>,FAP9296,WO156,,FCI1694,,AKX35347F,AKX35347/CF,F
Ford,New Fiesta,flex (Hatch S) ‐ mecânico,14 ‐‐ 15,FAP9286,WO153,,FCI1694,,AKX35347F,AKX35347/CF,F
Ford,New Fiesta,flex (Hatch S) ‐ mecânico,2016 ‐‐>,FAP9296,WO156,,FCI1694,,AKX35347F,AKX35347/CF,F
Ford,Orion,gasolina ‐ mecânico,até 1996,FAP4831,WO180,WUNI0001,FCI1105A,,,,
Ford,Orion,gasolina ‐ mecânico,até 1996,FAP4831,WO180,WUNI0001,FCI1105A,,,,
Ford,Royale,‐‐,92 ‐‐ 96,FAP4034,WO370,WUNI0002,FCI1640,,,,
Ford,Royale,(GL / Ghia) ‐ álcool ‐ mecânico,92 ‐‐ 94,FAP4034,WO370,WUNI0002,FCC225,,,,
Ford,Royale,(GL) ‐ álcool ‐ mecânico,92 ‐‐ 94,FAP4034,WO370,WUNI0002,FCC225,,,,
Ford,Royale,(GL) ‐ gasolina ‐ mecânico,94 ‐‐ 96,FAP4034,WO370,WUNI0002,FCI1640,,,,
Ford,Taurus,‐‐,94 ‐‐ 95,FAP8999,WO390,WUNI0001,FCI1887,FCI1640,,,
Ford,Taurus,‐‐,96 ‐‐ 99,FAP2842,WO390,WUNI0001,FCI1872,FCI1650,,,
Ford,Taurus,‐‐,96 ‐‐ 99,FAP2842,WO261,,FCI1872,FCI1650,,,
Ford,Territory,Turbo ‐ (SEL/Titanium) ‐ automático,2020 ‐‐>,FAP7020,WOE710,TFW710,FCI1885,,AKX35350/C,,
Ford,Verona,‐‐,93 ‐‐ 96,FAP4034,WO370,WUNI0002,FCC225,,,,
Ford,Verona,(LX / GLX) ‐ álcool / gasolina ‐ mecânico,89 ‐‐ 96,FAP4034,WO370,WUNI0002,FCC225,,,,
Ford,Versallies,(GL / Ghia) ‐ álcool ‐ mecânico,91 ‐‐ 96,FAP4034,WO370,WUNI0002,FCC225,,,,
Ford,Versallies,(GL / LX) ‐ gasolina ‐ automático / mecânico,95 ‐‐ 97,WR201,WO370,WUNI0002,FCI1640,,,,
Ford,Versallies,(LX / GL) ‐ álcool ‐ mecânico mecânico,91 ‐‐ 94,WR201,WO370,WUNI0002,FCC225,,,,
Ford,Versallies,(LX / GL) ‐ gasolina ‐ mecânico mecânico,91 ‐‐ 97,WR201,WO370,WUNI0002,FCI1640,,,,
Geely,EC7,(GS) ‐ gasolina ‐ mecânico,2015 ‐‐>,JFA0G02,JFO0G00,,JFCG00,,AKX1962,AKX1962/C,F
Geely,GC2,gasolina ‐ manual,2015 ‐‐>,JFA0G01,JFO0G01,,JFCG00,,AKX1773,,F
General Motors,A 10,(CD / CS) ‐ álcool / gasolina ‐ mecânico,81 ‐‐ 89,WAP162,WO510,,FCC225,,,,
General Motors,A 20,(CD / CS / S) ‐ álcool / gasolina ‐ mecânico,81 ‐‐ 96,WAP162,WO510,,FCC225,,,,
General Motors,Agile,‐‐,2009 ‐‐>,FAP2827,WO130,WUNI0003,FCI1660,,AKX3536,AKX3536/C,E
General Motors,Astra,‐‐,99 ‐‐ 02,FAP3268,WO130,WUNI0003,FCI1110S,FCI1660,AKX35264F,AKX35264/CF,D
General Motors,Astra,(Comfort / GL / Millenium) ‐ álcool ‐ mecânico,01 ‐‐ 04,FAP3268,WO130,WUNI0003,FCI1660,,AKX35264F,AKX35264/CF,D
General Motors,Astra,(Comfort / GL / Millenium) ‐ gasolina ‐ mecânico,99 ‐‐ 00,FAP3268,WO130,WUNI0003,FCI1110S,FCI1660,AKX35264F,AKX35264/CF,D
General Motors,Astra,(Comfort / GL / Millenium) ‐ gasolina ‐ mecânico,99 ‐‐ 01,FAP3268,WO130,WUNI0003,FCI1660,,AKX35264F,AKX35264/CF,D
General Motors,Astra,(GLS / Importado / CD / Sunny / Hathback) ‐ gasolina ‐ mecânico,91 ‐‐ 04,FAP1701,WO130,,FCI1101A,,AKX3536,AKX3536/C,D
General Motors,Astra,(GLS / Importado / CD / Sunny / Hathback) ‐ gasolina ‐ mecânico,91 ‐‐ 98,FAP1701,WO130,WUNI0003,FCI1101A,,AKX3536,AKX3536/C,D
General Motors,Astra,flex Power ‐ (Advantage / Confort / Elegance / Elite / Sport / CD / GLS) ‐ automático / Mecâni,2003 ‐‐>,FAP3268,WO130,WUNI0003,FCI1650,,AKX35264F,AKX35264/CF,D
General Motors,Blazer,‐‐,01 ‐‐ 06,WR200/7,WO130,WUNI0003,FCI1110S,FCI1660,,,
General Motors,Blazer,(DLX / STD / Colina / Executive) ‐ gasolina ‐ automático / mecânico,96 ‐‐ 97,FAP3234,WO530,WUNI0003,FCI1117,,,,
General Motors,Blazer,(DLX / STD / Colina / Executive) ‐ gasolina ‐ automático / mecânico,98 ‐‐ 04,FAP3234,WO530,WUNI0003,FCI1118,,,,
General Motors,Blazer,(DLX / STD) ‐ gasolina ‐ mecânico,95 ‐‐ 96,FAP3234,WO130,WUNI0003,FCI0363,,,,
General Motors,Blazer,(DLX / STD) ‐ gasolina ‐ mecânico,97 ‐‐ 00,WR200/3,WO130,WUNI0003,FCI1110S,FCI1660,,,
General Motors,Blazer,flex ‐ (Advantage / Colina / Tornado / ST) ‐ mecânico,2007 ‐‐>,WR200/7,WO130,WUNI0003,FCI1650,,,,
General Motors,Blazer,Turbo diesel ‐ (Colina) ‐ mecânico,05 ‐‐ 12,WR200/3,WO540,,FCD2066/1,,,,
General Motors,Blazer,Turbo diesel ‐ (DLX / DTI) ‐ mecânico,02 ‐‐ 06,WR200/3,WO540,,FCD2064,,,,
General Motors,Blazer,Turbo diesel ‐ (DLX / DTI) ‐ mecânico,98 ‐‐ 01,WR200/3,WO540,,FCD2066,,,,
General Motors,Blazer,Turbo diesel ‐ (STD/DLX) ‐ mecânico,97 ‐‐ 00,WAP161,WO290,,FCD2157,,,,
General Motors,Bonanza,diesel ‐ (Custom S / Luxe) ‐ mecânico,91 ‐‐ 94,WAP162,WO280,,FCD0296,,,,
General Motors,C10,(Custom / CD) ‐ gasolina ‐ mecânico,85 ‐‐ 89,WAP162,WO510,,FCC2160,FCC2160,,,
General Motors,C200,C20 ‐ (Custom / CD) ‐ gasolina ‐ mecânico,85 ‐‐ 96,WAP162,WO510,,FCC2160,FCC2160,,,
General Motors,Calibra,‐‐,93 ‐‐ 97,FAP3226,WO130,WUNI0003,FCI1101A,,AKX3536,AKX3536/C,A
General Motors,Camaro,FIFTY ‐ gasolina ‐ automático / mecânico,2017 ‐‐>,FAP9302,WO133,,,,AKX35725,AKX35725/C,D
General Motors,Camaro,RS ‐ Coupé ‐ gasolina ‐ automático / mecânico,91 ‐‐ 92,WR203,,,FCI1117,,,,
General Motors,Camaro,SS ‐ (Coupé / Conversível) ‐ gasolina ‐ automático / mecânico,2010 ‐‐>,FAP9061,WO133,,,,,,
General Motors,Camaro,Z 28 ‐ (Coupé / Conversível) ‐ gasolina ‐ automático / mecânico,91 ‐‐ 97,JFA0603,,,FCI1117,,,,
General Motors,Caprice,gasolina ‐ automático / mecânico,91 ‐‐ 95,WR203,WO530,,,,,,
General Motors,Captiva,(AWD / FWD) ‐ gasolina ‐ automático,2008 ‐‐>,JFA0W09,WO133,,,,AKX3535/1,AKX3535/1C,D
General Motors,Captiva,(AWD / FWD) ‐ gasolina ‐ automático,2011 ‐‐>,JFA0W09,WO136,,,,AKX3535/1,AKX3535/1C,D
General Motors,Captiva,(FWD / Sport) ‐ gasolina ‐ automático,09 ‐‐ 11,JFA0W09,WOE312,TFW312,,,AKX3535/1,AKX3535/1C,D
General Motors,Captiva,(FWD / Sport) ‐ gasolina ‐ automático,2012 ‐‐>,JFA0W09,WO133,,,,AKX3535/1,AKX3535/1C,D
General Motors,Caravan,(Comodoro / Diplomata) álcool ‐ gasolina ‐ mecânico,84 ‐‐ 93,WR201,,,,,,,
General Motors,Cavalier,(Conversível) ‐ gasolina ‐ mecânico,91 ‐‐ 94,WR200/10,WO130,WUNI0003,FCI1117,,,,
Nome da Montadora,Nome do Modelo,Classificação do Modelo,Ano,Filtro do Ar,Filtro do Óleo,Filtro do Óleo Opcional,Filtro do Combustível,Filtro de Combustível Opcional,Filtro de Cabine,Filtro de Cabine com Carvão,Posição
General Motors,Celta,‐‐,03 ‐‐ 07,FAP3289,WO130,WUNI0003,FCI1110S,FCI1660,AKX3536,AKX3536/C,B
General Motors,Celta,(Energy / Life / Spirit / Super) ‐ gasolina / mecânico,03 ‐‐ 07,FAP3289,WO130,WUNI0003,FCI1110S,FCI1660,AKX3562,,B
General Motors,Celta,(Life / Spirit / Super) ‐ gasolina ‐ mecânico,00 ‐‐ 06,FAP3289,WO130,WUNI0003,FCI1110S,FCI1660,AKX3536,AKX3536/C,B
General Motors,Celta,flex Power ‐ (Advantage / Life / Spirit / Super) ‐ mecânico,2007 ‐‐>,FAP3289,WO130,WUNI0003,FCI1660,,AKX3536,AKX3536/C,B
General Motors,Celta,flex Power ‐ (Advantage / Life / Spirit / Super) ‐ mecânico,2007 ‐‐>,FAP3289,WO130,WUNI0003,FCI1660,,AKX3562,,B
General Motors,Celta,flex Power ‐ (Life / Spirit / Super) ‐ mecânico,2007 ‐‐>,FAP3289,WO130,WUNI0003,FCI1660,,AKX3536,AKX3536/C,B
General Motors,Celta,flex Power ‐ (Life / Spirit / Super) ‐ mecânico,2007 ‐‐>,FAP3289,WO130,WUNI0003,FCI1660,,AKX3562,,B
General Motors,Celta,gasolina sem ar cond. ‐ (Life / Spirit / Super) ‐ gasolina ‐ mecânico,00 ‐‐ 06,FAP3289,WO130,WUNI0003,FCI1110S,FCI1660,AKX3562,,B
General Motors,Chevette,(Junior) ‐ gasolina ‐ mecânico,92 ‐‐ 94,WR201,WUNI0003,,FCC2160,FCC2160,,,
General Motors,Chevy,‐‐,1992 ‐‐>,WR201,WUNI0003,,FCC2160,FCC2160,,,
General Motors,Classic,‐‐,03 ‐‐ 05,FAP2827,WO130,WUNI0003,FCI1110S,FCI1660,AKX35159,AKX35159/C,B
General Motors,Classic,flex Power ‐ (LS / Life / Spirit / Super) ‐ álcool / gasolina ‐ mecânico,2010 ‐‐>,FAP2827,WO130,WUNI0003,FCI1660,,AKX3536,AKX3536/C,B
General Motors,Classic,flex Power ‐ (LS / Life / Spirit / Super) ‐ mecânico,06 ‐‐ 08,FAP2827,WO130,WUNI0003,FCI1660,,AKX35159,AKX35159/C,B
General Motors,Cobalt,Econo flex ‐ (Advantage / LT / LTZ) ‐ automático / mecânico,13 ‐‐ 17,FAP3269,WO130,WUNI0003,FCI1660,,AKX35723,AKX35723/C,F
General Motors,Cobalt,Econo flex ‐ (ELITE / LTZ) ‐ automático / mecânico,2017 ‐‐>,FAP3286,WO130,WUNI0003,FCI1660,,AKX35723,AKX35723/C,D
General Motors,Cobalt,flex Power ‐ (LS / LT / LTZ) ‐ álcool / gasolina ‐ mecânico,2011 ‐‐>,FAP3269,WO130,WUNI0003,FCI1660,,AKX35723,AKX35723/C,D
General Motors,Corsa,‐‐,00 ‐‐ 06,FAP2827,WO130,WUNI0003,FCI1660,,AKX35159,AKX35159/C,B
General Motors,Corsa,(Classic / Hatch / Pick Up / Wagon / Milleniun / Sedã / Super / Wind) ‐ gasolina ‐ mecânico,99 ‐‐ 01,FAP2827,WO130,WUNI0003,FCI1110S,FCI1660,AKX3536,AKX3536/C,B
General Motors,Corsa,(Classic / Hatch / Pick Up) ‐ ácool ‐ mecânico,1996 ‐‐>,FAP2827,WO130,WUNI0003,FCI1660,,AKX3536,AKX3536/C,B
General Motors,Corsa,(Classic / Hatch / Pick Up) ‐ gasolina ‐ mecânico,94 ‐‐ 01,FAP2827,WO130,WUNI0003,FCI1110S,FCI1660,AKX3536,AKX3536/C,B
General Motors,Corsa,(Hatch / Classic / Pick Up / Wind / Joy / Millenium) ‐ gasolina ‐ mecânico,02 ‐‐ 07,FAP3280,WO130,WUNI0003,FCI1110S,FCI1660,AKX35159,AKX35159/C,B
General Motors,Corsa,(Hatch / Classic / Pick Up / Wind / Joy / Millenium) ‐ gasolina ‐ mecânico,94 ‐‐ 01,FAP2827,WO130,WUNI0003,FCI1110S,FCI1660,AKX3536,AKX3536/C,B
General Motors,Corsa,(Hatch / GL) ‐ gasolina ‐ mecânico,94 ‐‐ 01,FAP2827,WO130,WUNI0003,FCI1110S,FCI1660,AKX3536,AKX3536/C,B
General Motors,Corsa,Econo flex ‐ (Hatch / Premium / Maxx) ‐ mecânico,2007 ‐‐>,FAP3280,WO130,WUNI0003,FCI1660,,AKX35159,AKX35159/C,B
General Motors,Corsa,flex Power ‐ (Classic / Hatch / Premium / Spirit / Maxx) ‐ mecânico,05 ‐‐ 09,FAP3280,WO130,WUNI0003,FCI1660,,AKX35159,AKX35159/C,B
General Motors,Corsa,flex Power ‐ (Hatch / Premium / Maxx / SS) ‐ álcool / gasolina ‐ mecânico,03 ‐‐ 08,FAP3280,WO130,WUNI0003,FCI1660,,AKX35159,AKX35159/C,B
General Motors,Cruze,flex Power ‐ (HB Sport / LT / LTZ) ‐ álcool / gasolina ‐ automático / mecânico,2011 ‐‐>,FAP3261,WOE313,TFW313,FCI1660,,AKX35723,AKX35723/C,D
General Motors,Cruze,Turbo flex ‐ (LT / LTZ) ‐ gasolina ‐ automático,2016 ‐‐>,WR150,WO133,,FCI1660,,AKX35725,AKX35725/C,D
General Motors,Equinox,Turbo ‐ (PREMIER / LT / MIDNIGHT) ‐ gasolina ‐ automático,2020 ‐‐>,FAP5815,WO133,,,,AKX35725,AKX35725/C,D
General Motors,Equinox,Turbo ‐ (PREMIER) ‐ gasolina ‐ automático,2017 ‐‐>,FAP5815,WO133,,,,AKX35725,AKX35725/C,D
General Motors,GMC 3.500,diesel ‐ (HD) ‐ mecânico,2001 ‐‐>,WR200/5,WO480,,FCD2067,,,,
General Motors,Grand Blazer,Turbo diesel ‐ mecânico,98 ‐‐ 99,WR200/3,WO480,,FCD2058B,,,,
General Motors,Ipanema,‐‐,96 ‐‐ 98,FAP4813,WO130,WUNI0003,FCI1105A,,,,
General Motors,Kadett,‐‐,89 ‐‐ 94,WR209,WO130,WUNI0003,FCI0363,,,,
General Motors,Kadett,(GL / SL / SLE / GLS) ‐ álcool ‐ mecânico,92 ‐‐ 97,WR209,WO130,WUNI0003,FCI0363,,,,
General Motors,Kadett,EFI ‐ (GL / SL / SLE / GLS) ‐ álcool ‐ mecânico,92 ‐‐ 97,WR209,WO130,WUNI0003,FCI0363,,,,
General Motors,Kadett,EFI ‐ (GL / SL / SLE / GLS) ‐ gasolina ‐ mecânico,92 ‐‐ 97,WR209,WO130,WUNI0003,FCI0363,,,,
General Motors,Kadett,MPFI ‐ (GL / SL / SLE / GLS) ‐ gasolina ‐ mecânico,92 ‐‐ 95,WR209,WO130,WUNI0003,FCI1105A,,,,
General Motors,Kadett,MPFI ‐ (GL / SL / SLE / GLS) ‐ gasolina ‐ mecânico,96 ‐‐ 98,FAP4813,WO130,WUNI0003,FCI1105A,,,,
General Motors,Lumina,‐‐,1995,FAP4026,WO130,WUNI0003,FCI1119,,,,
General Motors,Lumina,‐‐,1995,FAP4026,WO130,WUNI0003,FCI1119,,,,
General Motors,Lumina,‐‐,90 ‐‐ 92,FAP4027,WO130,WUNI0003,FCI1117,,,,
General Motors,Malibu,(LTZ) ‐ gasolina ‐ automático,10 ‐‐ 13,JFA0W10,WOE312,TFW312,,,AKX35723,AKX35723/C,D
General Motors,Malibu,(LTZ) ‐ gasolina ‐ automático,2014 ‐‐>,JFA0W10,WOE312,TFW312,,,AKX35723,AKX35723/C,D
General Motors,Meriva,‐‐,02 ‐‐ 07,FAP3280,WO130,WUNI0003,FCI1110S,FCI1660,AKX35722,AKX35722/C,A
General Motors,Meriva,‐‐,2002 ‐‐>,FAP3280,WO130,WUNI0003,FCI1110S,FCI1660,AKX35722,AKX35722/C,A
General Motors,Meriva,Econo flex ‐ (Collection / Maxx / Joy) ‐ mecânico,2008 ‐‐>,FAP3280,WO130,WUNI0003,FCI1660,,AKX35722,AKX35722/C,A
General Motors,Meriva,flex Power ‐ (SS / Maxx / Joy) ‐ álcool / gasolina ‐ mecânico,2003 ‐‐>,FAP3280,WO130,WUNI0003,FCI1660,,AKX35722,AKX35722/C,A
General Motors,Meriva,flex Power ‐ (SS / Maxx / Joy) ‐ mecânico,2003 ‐‐>,FAP3280,WO130,WUNI0003,FCI1660,,AKX35722,AKX35722/C,A
General Motors,Montana,‐‐,07 ‐‐ 11,FAP3280,WO130,WUNI0003,FCI1660,,AKX35159,AKX35159/C,A
General Motors,Montana,‐‐,2011 ‐‐>,FAP2827,WO130,WUNI0003,FCI1660,,AKX3536,AKX3536/C,A
General Motors,Montana,flex Power ‐ (Sport / Conquest / Off Road) ‐ álcool / gasolina ‐ mecânico,2003 ‐‐>,FAP3280,WO130,WUNI0003,FCI1660,,AKX35722,AKX35722/C,A
General Motors,Montana,Turbo Flex ‐ (LT / LTZ / Premier) ‐ automático / manual,2023 ‐‐>,FAP3233,WO139,,FCI1660,,AKX35725,AKX35725/C,
General Motors,Monza,‐‐,92 ‐‐ 96,WR209,WO130,WUNI0003,FCI0363,,,,
General Motors,Monza,EFI ‐ (Classic / GL / SE / SL) ‐ álcool ‐ mecânico,92 ‐‐ 96,WR209,WO130,WUNI0003,FCI0363,,,,
General Motors,Monza,MPFI ‐ (Classic / GL / GLS / SE) ‐ álcool ‐ mecânico,92 ‐‐ 93,WR209,WO130,WUNI0003,FCI1105A,,,,
